d_amplitudeForeHip d_amplitudeHindHip d_offsetForeHip d_offsetHindHip d_amplitudeForeKnee d_amplitudeHindKnee d_offsetKnee d_kneePhaseLag d_frequency d_duration distance angle stability
0.2 0.2 0.0667 -0.0667 0.7933 0.2067 0.2 0.8 2 15 0.26241 0.81208 486.444 
0.2 0.2 0.0667 -0.0667 0.7933 0.1867 0.2 0.8 2 15 0.349921 0.800444 486.652 
0.2 0.2 0.0667 -0.0667 0.7933 0.1667 0.2 0.8 2 15 0.383149 0.795323 484.35 
0.2 0.2 0.0667 -0.0667 0.7733 0.5467 0.2 0.8 2 10.934 0.11037 0.154449 479.924 
0.2 0.2 0.0667 -0.0667 0.7733 0.5267 0.2 0.8 2 15 0.393006 0.791034 483.043 
0.2 0.2 0.0667 -0.0667 0.7733 0.5067 0.2 0.8 2 1.73 0 0.168845 440.19 
0.2 0.2 0.0667 -0.0667 0.7733 0.4867 0.2 0.8 2 1.668 0.0101892 0.173236 443.529 
0.2 0.2 0.0667 -0.0667 0.7733 0.4667 0.2 0.8 2 1.768 0 0.161258 439.582 
0.2 0.2 0.0667 -0.0667 0.7733 0.4467 0.2 0.8 2 15 0.355408 0.777255 483.069 
0.2 0.2 0.0667 -0.0667 0.7733 0.4267 0.2 0.8 2 15 0.087043 0.793405 484.112 
0.2 0.2 0.0667 -0.0667 0.7733 0.4067 0.2 0.8 2 15 0.317383 0.759997 483.694 
0.2 0.2 0.0667 -0.0667 0.7733 0.3867 0.2 0.8 2 15 0.301147 0.80011 486.919 
0.2 0.2 0.0667 -0.0667 0.7733 0.3667 0.2 0.8 2 15 0.108483 0.761034 485.207 
0.2 0.2 0.0667 -0.0667 0.7733 0.3467 0.2 0.8 2 13.252 0.257648 0.173571 481.931 
0.2 0.2 0.0667 -0.0667 0.7733 0.3267 0.2 0.8 2 15 0.130378 0.797889 486.718 
0.2 0.2 0.0667 -0.0667 0.7733 0.3067 0.2 0.8 2 15 0.125405 0.796155 485.494 
0.2 0.2 0.0667 -0.0667 0.7733 0.2867 0.2 0.8 2 15 0.478363 0.813216 486.001 
0.2 0.2 0.0667 -0.0667 0.7733 0.2667 0.2 0.8 2 15 0.308744 0.795527 486.594 
0.2 0.2 0.0667 -0.0667 0.7733 0.2467 0.2 0.8 2 15 0.229649 0.812958 486.094 
0.2 0.2 0.0667 -0.0667 0.7733 0.2267 0.2 0.8 2 15 0.293531 0.822056 485.656 
0.2 0.2 0.0667 -0.0667 0.7733 0.2067 0.2 0.8 2 12.364 0.43955 0.167533 477.693 
0.2 0.2 0.0667 -0.0667 0.7733 0.1867 0.2 0.8 2 15 0.354701 0.822029 487 
0.2 0.2 0.0667 -0.0667 0.7733 0.1667 0.2 0.8 2 15 0.418749 0.815117 486.613 
0.2 0.2 0.0667 -0.0667 0.7533 0.5467 0.2 0.8 2 1.81 0 0.163934 440.282 
0.2 0.2 0.0667 -0.0667 0.7533 0.5267 0.2 0.8 2 15 0.318386 0.783346 485.799 
0.2 0.2 0.0667 -0.0667 0.7533 0.5067 0.2 0.8 2 2.44 0.151871 0.166453 431.976 
0.2 0.2 0.0667 -0.0667 0.7533 0.4867 0.2 0.8 2 1.762 0 0.161608 438.848 
0.2 0.2 0.0667 -0.0667 0.7533 0.4667 0.2 0.8 2 1.88 0.0255555 0.173673 440.464 
0.2 0.2 0.0667 -0.0667 0.7533 0.4467 0.2 0.8 2 1.786 0 0.172149 440.476 
0.2 0.2 0.0667 -0.0667 0.7533 0.4267 0.2 0.8 2 2.094 0.013578 0.163343 430.323 
0.2 0.2 0.0667 -0.0667 0.7533 0.4067 0.2 0.8 2 15 0.140344 0.797453 485.216 
0.2 0.2 0.0667 -0.0667 0.7533 0.3867 0.2 0.8 2 11.82 0.199879 0.166175 478.944 
0.2 0.2 0.0667 -0.0667 0.7533 0.3667 0.2 0.8 2 14.372 0.370346 0.169815 478.9 
0.2 0.2 0.0667 -0.0667 0.7533 0.3467 0.2 0.8 2 5.362 0.0187871 0.164476 464.535 
0.2 0.2 0.0667 -0.0667 0.7533 0.3267 0.2 0.8 2 15 0.214242 0.787212 485.109 
0.2 0.2 0.0667 -0.0667 0.7533 0.3067 0.2 0.8 2 15 0.584791 0.833385 486.597 
0.2 0.2 0.0667 -0.0667 0.7533 0.2867 0.2 0.8 2 15 0.506246 0.792528 487.367 
0.2 0.2 0.0667 -0.0667 0.7533 0.2667 0.2 0.8 2 15 0.32018 0.807741 484.144 
0.2 0.2 0.0667 -0.0667 0.7533 0.2467 0.2 0.8 2 15 0.27231 0.800827 486.949 
0.2 0.2 0.0667 -0.0667 0.7533 0.2267 0.2 0.8 2 15 0.339016 0.800795 486.264 
0.2 0.2 0.0667 -0.0667 0.7533 0.2067 0.2 0.8 2 15 0.19123 0.829878 487.362 
0.2 0.2 0.0667 -0.0667 0.7533 0.1867 0.2 0.8 2 15 0.457026 0.859676 487.032 
0.2 0.2 0.0667 -0.0667 0.7533 0.1667 0.2 0.8 2 15 0.411361 0.801835 487.244 
0.2 0.2 0.0667 -0.0667 0.7333 0.5467 0.2 0.8 2 4.78 0.0192272 0.168155 463.098 
0.2 0.2 0.0667 -0.0667 0.7333 0.5267 0.2 0.8 2 1.902 0.0273174 0.168428 446.708 
0.2 0.2 0.0667 -0.0667 0.7333 0.5067 0.2 0.8 2 1.894 0.0374064 0.166063 447.176 
0.2 0.2 0.0667 -0.0667 0.7333 0.4867 0.2 0.8 2 1.916 0.047671 0.172806 450.642 
0.2 0.2 0.0667 -0.0667 0.7333 0.4667 0.2 0.8 2 1.942 0.0442899 0.169956 448.048 
0.2 0.2 0.0667 -0.0667 0.7333 0.4467 0.2 0.8 2 1.854 0 0.170375 443.703 
0.2 0.2 0.0667 -0.0667 0.7333 0.4267 0.2 0.8 2 15 0.0846396 0.659609 479.359 
0.2 0.2 0.0667 -0.0667 0.7333 0.4067 0.2 0.8 2 15 0.270136 0.787414 486.404 
0.2 0.2 0.0667 -0.0667 0.7333 0.3867 0.2 0.8 2 15 0.250226 0.784564 484.856 
0.2 0.2 0.0667 -0.0667 0.7333 0.3667 0.2 0.8 2 15 0.309754 0.797203 483.824 
0.2 0.2 0.0667 -0.0667 0.7333 0.3467 0.2 0.8 2 15 0.139532 0.732698 481.923 
0.2 0.2 0.0667 -0.0667 0.7333 0.3267 0.2 0.8 2 9.428 0.133328 0.171317 473.955 
0.2 0.2 0.0667 -0.0667 0.7333 0.3067 0.2 0.8 2 15 0.217538 0.797442 483.137 
0.2 0.2 0.0667 -0.0667 0.7333 0.2867 0.2 0.8 2 7.11 0.209761 0.169084 475.178 
0.2 0.2 0.0667 -0.0667 0.7333 0.2667 0.2 0.8 2 15 0.382411 0.811213 486.74 
0.2 0.2 0.0667 -0.0667 0.7333 0.2467 0.2 0.8 2 15 0.134904 0.83984 487.812 
0.2 0.2 0.0667 -0.0667 0.7333 0.2267 0.2 0.8 2 15 0.51506 0.809169 488.18 
0.2 0.2 0.0667 -0.0667 0.7333 0.2067 0.2 0.8 2 15 0.241096 0.81032 486.917 
0.2 0.2 0.0667 -0.0667 0.7333 0.1867 0.2 0.8 2 15 0.318293 0.794216 487.286 
0.2 0.2 0.0667 -0.0667 0.7333 0.1667 0.2 0.8 2 15 0.41645 0.808272 486.642 
0.2 0.2 0.0667 -0.0667 0.7133 0.5467 0.2 0.8 2 2.074 0.00665323 0.16586 433.27 
0.2 0.2 0.0667 -0.0667 0.7133 0.5267 0.2 0.8 2 15 0.51357 0.779957 485.771 
0.2 0.2 0.0667 -0.0667 0.7133 0.5067 0.2 0.8 2 15 0.142975 0.538655 474.109 
0.2 0.2 0.0667 -0.0667 0.7133 0.4867 0.2 0.8 2 1.75 0 0.168399 441.167 
0.2 0.2 0.0667 -0.0667 0.7133 0.4667 0.2 0.8 2 15 0.399855 0.773768 486.509 
0.2 0.2 0.0667 -0.0667 0.7133 0.4467 0.2 0.8 2 2.684 0.263235 0.170641 441.361 
0.2 0.2 0.0667 -0.0667 0.7133 0.4267 0.2 0.8 2 15 0.141664 0.778989 484.243 
0.2 0.2 0.0667 -0.0667 0.7133 0.4067 0.2 0.8 2 15 0.285565 0.786777 487.013 
0.2 0.2 0.0667 -0.0667 0.7133 0.3867 0.2 0.8 2 15 0.39277 0.794386 485.778 
0.2 0.2 0.0667 -0.0667 0.7133 0.3667 0.2 0.8 2 15 0.332356 0.773209 485.843 
0.2 0.2 0.0667 -0.0667 0.7133 0.3467 0.2 0.8 2 15 0.363377 0.769412 483.825 
0.2 0.2 0.0667 -0.0667 0.7133 0.3267 0.2 0.8 2 15 0 0.526128 476.696 
0.2 0.2 0.0667 -0.0667 0.7133 0.3067 0.2 0.8 2 15 0.48552 0.846183 487.834 
0.2 0.2 0.0667 -0.0667 0.7133 0.2867 0.2 0.8 2 15 0.217652 0.781124 484.998 
0.2 0.2 0.0667 -0.0667 0.7133 0.2667 0.2 0.8 2 15 0.376163 0.790082 486.118 
0.2 0.2 0.0667 -0.0667 0.7133 0.2467 0.2 0.8 2 15 0.323666 0.802496 486.548 
0.2 0.2 0.0667 -0.0667 0.7133 0.2267 0.2 0.8 2 15 0.360728 0.814351 485.511 
0.2 0.2 0.0667 -0.0667 0.7133 0.2067 0.2 0.8 2 15 0.462646 0.814632 487.306 
0.2 0.2 0.0667 -0.0667 0.7133 0.1867 0.2 0.8 2 15 0.352004 0.797381 487.792 
0.2 0.2 0.0667 -0.0667 0.7133 0.1667 0.2 0.8 2 15 0.400268 0.853511 487.949 
0.2 0.2 0.0667 -0.0667 0.6933 0.5467 0.2 0.8 2 5.424 0.103597 0.161204 471.86 
0.2 0.2 0.0667 -0.0667 0.6933 0.5267 0.2 0.8 2 14.71 0.410672 0.170785 479.873 
0.2 0.2 0.0667 -0.0667 0.6933 0.5067 0.2 0.8 2 2.666 0.14172 0.170327 427.33 
0.2 0.2 0.0667 -0.0667 0.6933 0.4867 0.2 0.8 2 15 0.389774 0.806937 485.051 
0.2 0.2 0.0667 -0.0667 0.6933 0.4667 0.2 0.8 2 15 0.325296 0.79154 482.018 
0.2 0.2 0.0667 -0.0667 0.6933 0.4467 0.2 0.8 2 15 0.468331 0.803387 487.211 
0.2 0.2 0.0667 -0.0667 0.6933 0.4267 0.2 0.8 2 15 0.381593 0.777333 487.745 
0.2 0.2 0.0667 -0.0667 0.6933 0.4067 0.2 0.8 2 15 0 0.787072 482.29 
0.2 0.2 0.0667 -0.0667 0.6933 0.3867 0.2 0.8 2 15 0.34521 0.802026 486.793 
0.2 0.2 0.0667 -0.0667 0.6933 0.3667 0.2 0.8 2 15 0.482165 0.776628 484.308 
0.2 0.2 0.0667 -0.0667 0.6933 0.3467 0.2 0.8 2 15 0.140715 0.800677 486.754 
0.2 0.2 0.0667 -0.0667 0.6933 0.3267 0.2 0.8 2 15 0.22349 0.80337 486.185 
0.2 0.2 0.0667 -0.0667 0.6933 0.3067 0.2 0.8 2 15 0.243665 0.82186 486.126 
0.2 0.2 0.0667 -0.0667 0.6933 0.2867 0.2 0.8 2 15 0.311023 0.808522 487.063 
0.2 0.2 0.0667 -0.0667 0.6933 0.2667 0.2 0.8 2 15 0.304154 0.798854 484.579 
0.2 0.2 0.0667 -0.0667 0.6933 0.2467 0.2 0.8 2 15 0.368863 0.809567 485.715 
0.2 0.2 0.0667 -0.0667 0.6933 0.2267 0.2 0.8 2 15 0.216686 0.792944 486.022 
0.2 0.2 0.0667 -0.0667 0.6933 0.2067 0.2 0.8 2 15 0.398343 0.819351 487.866 
0.2 0.2 0.0667 -0.0667 0.6933 0.1867 0.2 0.8 2 15 0.424509 0.83503 487.746 
0.2 0.2 0.0667 -0.0667 0.6933 0.1667 0.2 0.8 2 15 0.398023 0.836024 486.533 
0.2 0.2 0.0667 -0.0667 0.6733 0.5467 0.2 0.8 2 3.344 0.0752561 0.162282 465.739 
0.2 0.2 0.0667 -0.0667 0.6733 0.5267 0.2 0.8 2 6.69 0.193108 0.168303 473.056 
0.2 0.2 0.0667 -0.0667 0.6733 0.5067 0.2 0.8 2 12.38 0.417464 0.165643 478.48 
0.2 0.2 0.0667 -0.0667 0.6733 0.4867 0.2 0.8 2 15 0.398499 0.813073 486.463 
0.2 0.2 0.0667 -0.0667 0.6733 0.4667 0.2 0.8 2 15 0.330396 0.82482 487.556 
0.2 0.2 0.0667 -0.0667 0.6733 0.4467 0.2 0.8 2 15 0.40699 0.757414 483.924 
0.2 0.2 0.0667 -0.0667 0.6733 0.4267 0.2 0.8 2 3.388 0.00344668 0.165315 463.276 
0.2 0.2 0.0667 -0.0667 0.6733 0.4067 0.2 0.8 2 15 0.325055 0.780033 482.308 
0.2 0.2 0.0667 -0.0667 0.6733 0.3867 0.2 0.8 2 15 0.127631 0.799523 486.343 
0.2 0.2 0.0667 -0.0667 0.6733 0.3667 0.2 0.8 2 15 0.288076 0.790891 485.513 
0.2 0.2 0.0667 -0.0667 0.6733 0.3467 0.2 0.8 2 5.984 0.309891 0.170697 466.805 
0.2 0.2 0.0667 -0.0667 0.6733 0.3267 0.2 0.8 2 14.592 0.0386495 0.169518 481.47 
0.2 0.2 0.0667 -0.0667 0.6733 0.3067 0.2 0.8 2 15 0.232811 0.743331 485.862 
0.2 0.2 0.0667 -0.0667 0.6733 0.2867 0.2 0.8 2 15 0.451643 0.803071 486.88 
0.2 0.2 0.0667 -0.0667 0.6733 0.2667 0.2 0.8 2 15 0.412012 0.797183 486.722 
0.2 0.2 0.0667 -0.0667 0.6733 0.2467 0.2 0.8 2 15 0.482253 0.789876 486.909 
0.2 0.2 0.0667 -0.0667 0.6733 0.2267 0.2 0.8 2 15 0.493744 0.802675 486.596 
0.2 0.2 0.0667 -0.0667 0.6733 0.2067 0.2 0.8 2 15 0.462201 0.817686 486.414 
0.2 0.2 0.0667 -0.0667 0.6733 0.1867 0.2 0.8 2 15 0.375135 0.81796 487.227 
0.2 0.2 0.0667 -0.0667 0.6733 0.1667 0.2 0.8 2 15 0.319925 0.858549 487.904 
0.2 0.2 0.0667 -0.0667 0.6533 0.5467 0.2 0.8 2 15 0.366746 0.808808 486.953 
0.2 0.2 0.0667 -0.0667 0.6533 0.5267 0.2 0.8 2 15 0.435334 0.832171 486.395 
0.2 0.2 0.0667 -0.0667 0.6533 0.5067 0.2 0.8 2 15 0.371565 0.762279 482.598 
0.2 0.2 0.0667 -0.0667 0.6533 0.4867 0.2 0.8 2 15 0.228079 0.819898 485.936 
0.2 0.2 0.0667 -0.0667 0.6533 0.4667 0.2 0.8 2 15 0.417908 0.815171 487.392 
0.2 0.2 0.0667 -0.0667 0.6533 0.4467 0.2 0.8 2 10.274 0.584071 0.171127 478.538 
0.2 0.2 0.0667 -0.0667 0.6533 0.4267 0.2 0.8 2 4.054 0 0.163832 443.474 
0.2 0.2 0.0667 -0.0667 0.6533 0.4067 0.2 0.8 2 15 0.457813 0.79508 484.606 
0.2 0.2 0.0667 -0.0667 0.6533 0.3867 0.2 0.8 2 15 0.260813 0.792664 485.264 
0.2 0.2 0.0667 -0.0667 0.6533 0.3667 0.2 0.8 2 3.124 0.252806 0.169404 445.053 
0.2 0.2 0.0667 -0.0667 0.6533 0.3467 0.2 0.8 2 8.172 0.0223102 0.165546 476.68 
0.2 0.2 0.0667 -0.0667 0.6533 0.3267 0.2 0.8 2 15 0.167099 0.795783 484.433 
0.2 0.2 0.0667 -0.0667 0.6533 0.3067 0.2 0.8 2 15 0.291345 0.790623 485.389 
0.2 0.2 0.0667 -0.0667 0.6533 0.2867 0.2 0.8 2 15 0.42659 0.799819 486.556 
0.2 0.2 0.0667 -0.0667 0.6533 0.2667 0.2 0.8 2 15 0.450812 0.797225 487.261 
0.2 0.2 0.0667 -0.0667 0.6533 0.2467 0.2 0.8 2 15 0.320835 0.7922 485.333 
0.2 0.2 0.0667 -0.0667 0.6533 0.2267 0.2 0.8 2 15 0.44029 0.798074 487.67 
0.2 0.2 0.0667 -0.0667 0.6533 0.2067 0.2 0.8 2 15 0.232517 0.858295 487.348 
0.2 0.2 0.0667 -0.0667 0.6533 0.1867 0.2 0.8 2 15 0.372504 0.796573 485.319 
0.2 0.2 0.0667 -0.0667 0.6533 0.1667 0.2 0.8 2 15 0.518301 0.83851 487.461 
0.2 0.2 0.0667 -0.0667 0.6333 0.5467 0.2 0.8 2 1.916 0.0748402 0.167446 446.706 
0.2 0.2 0.0667 -0.0667 0.6333 0.5267 0.2 0.8 2 8.424 0.307958 0.164728 479.595 
0.2 0.2 0.0667 -0.0667 0.6333 0.5067 0.2 0.8 2 15 0.513766 0.819295 488.284 
0.2 0.2 0.0667 -0.0667 0.6333 0.4867 0.2 0.8 2 15 0.357485 0.819932 486.447 
0.2 0.2 0.0667 -0.0667 0.6333 0.4667 0.2 0.8 2 15 0.3136 0.804507 486.13 
0.2 0.2 0.0667 -0.0667 0.6333 0.4467 0.2 0.8 2 15 0.412677 0.816208 487.366 
0.2 0.2 0.0667 -0.0667 0.6333 0.4267 0.2 0.8 2 15 0.382814 0.777132 484.818 
0.2 0.2 0.0667 -0.0667 0.6333 0.4067 0.2 0.8 2 15 0.488728 0.820718 487.567 
0.2 0.2 0.0667 -0.0667 0.6333 0.3867 0.2 0.8 2 15 0.396944 0.78822 485.075 
0.2 0.2 0.0667 -0.0667 0.6333 0.3667 0.2 0.8 2 15 0.15272 0.790799 487.455 
0.2 0.2 0.0667 -0.0667 0.6333 0.3467 0.2 0.8 2 9.152 0.316777 0.172155 474.932 
0.2 0.2 0.0667 -0.0667 0.6333 0.3267 0.2 0.8 2 15 0.477229 0.799846 484.086 
0.2 0.2 0.0667 -0.0667 0.6333 0.3067 0.2 0.8 2 15 0.306329 0.793719 487.049 
0.2 0.2 0.0667 -0.0667 0.6333 0.2867 0.2 0.8 2 15 0.252971 0.791747 484.668 
0.2 0.2 0.0667 -0.0667 0.6333 0.2667 0.2 0.8 2 15 0.384377 0.795061 487.123 
0.2 0.2 0.0667 -0.0667 0.6333 0.2467 0.2 0.8 2 15 0.402902 0.798529 486.456 
0.2 0.2 0.0667 -0.0667 0.6333 0.2267 0.2 0.8 2 15 0.63728 0.825662 487.381 
0.2 0.2 0.0667 -0.0667 0.6333 0.2067 0.2 0.8 2 15 0.308953 0.8076 488.334 
0.2 0.2 0.0667 -0.0667 0.6333 0.1867 0.2 0.8 2 15 0.459175 0.815069 487.513 
0.2 0.2 0.0667 -0.0667 0.6333 0.1667 0.2 0.8 2 15 0.3336 0.837399 489.521 
0.2 0.2 0.0667 -0.0667 0.6133 0.5467 0.2 0.8 2 15 0.777855 0.863869 491.19 
0.2 0.2 0.0667 -0.0667 0.6133 0.5267 0.2 0.8 2 15 0.56093 0.858381 488.058 
0.2 0.2 0.0667 -0.0667 0.6133 0.5067 0.2 0.8 2 15 0.597025 0.790176 487.867 
0.2 0.2 0.0667 -0.0667 0.6133 0.4867 0.2 0.8 2 15 0.541458 0.84738 488.326 
0.2 0.2 0.0667 -0.0667 0.6133 0.4667 0.2 0.8 2 15 0.544158 0.813947 488.084 
0.2 0.2 0.0667 -0.0667 0.6133 0.4467 0.2 0.8 2 15 0.469583 0.762965 485.593 
0.2 0.2 0.0667 -0.0667 0.6133 0.4267 0.2 0.8 2 3.862 0.0832157 0.162683 465.828 
0.2 0.2 0.0667 -0.0667 0.6133 0.4067 0.2 0.8 2 15 0.337952 0.806839 487.413 
0.2 0.2 0.0667 -0.0667 0.6133 0.3867 0.2 0.8 2 15 0.594838 0.77654 487.541 
0.2 0.2 0.0667 -0.0667 0.6133 0.3667 0.2 0.8 2 15 0.444175 0.826738 488.004 
0.2 0.2 0.0667 -0.0667 0.6133 0.3467 0.2 0.8 2 3.956 0.119019 0.168753 471.948 
0.2 0.2 0.0667 -0.0667 0.6133 0.3267 0.2 0.8 2 3.384 0.0742206 0.169534 464.928 
0.2 0.2 0.0667 -0.0667 0.6133 0.3067 0.2 0.8 2 15 0.42122 0.771406 485.531 
0.2 0.2 0.0667 -0.0667 0.6133 0.2867 0.2 0.8 2 5.192 0.164797 0.170266 471.326 
0.2 0.2 0.0667 -0.0667 0.6133 0.2667 0.2 0.8 2 15 0.482648 0.805655 485.702 
0.2 0.2 0.0667 -0.0667 0.6133 0.2467 0.2 0.8 2 15 0.472493 0.815397 488.315 
0.2 0.2 0.0667 -0.0667 0.6133 0.2267 0.2 0.8 2 15 0.54892 0.81082 487.682 
0.2 0.2 0.0667 -0.0667 0.6133 0.2067 0.2 0.8 2 15 0.437233 0.825095 487.954 
0.2 0.2 0.0667 -0.0667 0.6133 0.1867 0.2 0.8 2 15 0.437616 0.812599 487.471 
0.2 0.2 0.0667 -0.0667 0.6133 0.1667 0.2 0.8 2 15 0.519659 0.831787 488.158 
0.2 0.2 0.0667 -0.0667 0.5933 0.5467 0.2 0.8 2 15 0.598001 0.852441 489.987 
0.2 0.2 0.0667 -0.0667 0.5933 0.5267 0.2 0.8 2 15 0.667958 0.806931 486.969 
0.2 0.2 0.0667 -0.0667 0.5933 0.5067 0.2 0.8 2 7.076 0.245985 0.164931 475.335 
0.2 0.2 0.0667 -0.0667 0.5933 0.4867 0.2 0.8 2 15 0.69824 0.842598 488.44 
0.2 0.2 0.0667 -0.0667 0.5933 0.4667 0.2 0.8 2 5.4 0.121816 0.170949 472.599 
0.2 0.2 0.0667 -0.0667 0.5933 0.4467 0.2 0.8 2 15 0.487604 0.863065 489.706 
0.2 0.2 0.0667 -0.0667 0.5933 0.4267 0.2 0.8 2 15 0.442008 0.840131 487.376 
0.2 0.2 0.0667 -0.0667 0.5933 0.4067 0.2 0.8 2 8.006 0.144316 0.170974 476.151 
0.2 0.2 0.0667 -0.0667 0.5933 0.3867 0.2 0.8 2 9.334 0 0.168016 472.975 
0.2 0.2 0.0667 -0.0667 0.5933 0.3667 0.2 0.8 2 15 0.498433 0.860742 488.545 
0.2 0.2 0.0667 -0.0667 0.5933 0.3467 0.2 0.8 2 15 0.430931 0.800978 487.043 
0.2 0.2 0.0667 -0.0667 0.5933 0.3267 0.2 0.8 2 15 0.240176 0.802905 486.109 
0.2 0.2 0.0667 -0.0667 0.5933 0.3067 0.2 0.8 2 15 0.528889 0.809011 485.17 
0.2 0.2 0.0667 -0.0667 0.5933 0.2867 0.2 0.8 2 3.422 0.146167 0.162924 468.26 
0.2 0.2 0.0667 -0.0667 0.5933 0.2667 0.2 0.8 2 15 0.390986 0.842876 487.249 
0.2 0.2 0.0667 -0.0667 0.5933 0.2467 0.2 0.8 2 3.386 0.078412 0.163501 464.486 
0.2 0.2 0.0667 -0.0667 0.5933 0.2267 0.2 0.8 2 15 0.364918 0.815051 484.756 
0.2 0.2 0.0667 -0.0667 0.5933 0.2067 0.2 0.8 2 15 0.435504 0.830225 486.068 
0.2 0.2 0.0667 -0.0667 0.5933 0.1867 0.2 0.8 2 15 0.582366 0.777477 485.877 
0.2 0.2 0.0667 -0.0667 0.5933 0.1667 0.2 0.8 2 15 0.444737 0.833585 487.754 
0.2 0.2 0.0667 -0.0667 0.5733 0.5467 0.2 0.8 2 15 0.703484 0.788705 489.374 
0.2 0.2 0.0667 -0.0667 0.5733 0.5267 0.2 0.8 2 15 0.763323 0.848942 490.108 
0.2 0.2 0.0667 -0.0667 0.5733 0.5067 0.2 0.8 2 15 0.629895 0.837124 489.343 
0.2 0.2 0.0667 -0.0667 0.5733 0.4867 0.2 0.8 2 15 0.416187 0.791835 484.018 
